[31409965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01]
[39030781.63, 20035781.63, 20035781.63, 20035781.63, 20035781.63, 20035781.63, 20035781.63, 20035781.63, 20035781.63, 20035781.63, 20035781.63]
[28479312.54, 28479312.54, 28479312.54, 26715312.54, 26715312.54, 26715312.54, 26715312.54, 26715312.54, 26715312.54, 26715312.54, 26715312.54]
[23025312.54, 23025312.54, 23025312.54, 23025312.54, 23025312.54, 23025312.54, 23025312.54, 23025312.54, 23025312.54, 23025312.54, 23025312.54]
[10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01]
[21800760.87, 21800760.87, 21800760.87, 21800760.87, 15475760.87, 15475760.87, 15475760.87, 15475760.87, 15475760.87, 15475760.87, 15475760.87]
[51554312.54, 39278312.54, 39278312.54, 39278312.54, 39278312.54, 39278312.54, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63]
[7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63]
[47840312.54, 25109956.18, 25109956.18, 25109956.18, 25109956.18, 25109956.18, 25109956.18, 25109956.18, 25109956.18, 25109956.18, 25109956.18]
[28505312.54, 10763965.01, 10763965.01, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63]
[7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63]
[46805760.87, 27662760.87, 27662760.87, 11530760.87, 11530760.87, 11530760.87, 11530760.87, 11530760.87, 11530760.87, 11530760.87, 11530760.87]
[17088965.01, 17088965.01, 17088965.01, 17088965.01, 17088965.01, 17088965.01, 17088965.01, 17088965.01, 17088965.01, 17088965.01, 17088965.01]
[19531760.87, 19531760.87, 19531760.87, 19531760.87, 19531760.87, 19531760.87, 19531760.87, 19531760.87, 19531760.87, 19531760.87, 19531760.87]
[24943956.18, 23098965.01, 23098965.01, 23098965.01, 23098965.01, 23098965.01, 17760965.01, 17760965.01, 17760965.01, 17760965.01, 17760965.01]
[34350312.54, 34350312.54, 34350312.54, 34350312.54, 34350312.54, 34350312.54, 20748312.54, 20748312.54, 20748312.54, 20748312.54, 20748312.54]
[10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01]
[44092965.01, 12941760.87, 12941760.87, 12941760.87, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63]
[16299781.63, 16299781.63, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01, 10737965.01]
[17208312.54, 17208312.54, 17208312.54, 17208312.54, 17208312.54, 17208312.54, 17208312.54, 17208312.54, 12986312.54, 12986312.54, 12986312.54]
[15475015.89, 15475015.89, 15475015.89, 15475015.89, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01]
[7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 17208312.54, 7018781.63, 7018781.63]
[31153312.54, 31153312.54, 31153312.54, 31153312.54, 31153312.54, 31153312.54, 31153312.54, 31153312.54, 31153312.54, 31153312.54, 31153312.54]
[28743781.63, 22005781.63, 22005781.63, 22005781.63, 19264781.63, 19264781.63, 19264781.63, 19264781.63, 19264781.63, 19264781.63, 19264781.63]
[37302956.18, 37302956.18, 35418956.18, 35418956.18, 35418956.18, 35418956.18, 35418956.18, 35418956.18, 35418956.18, 35418956.18, 35418956.18]
[10737965.01, 42243965.01, 42243965.01, 42243965.01, 42243965.01, 42243965.01, 42243965.01, 37449965.01, 10763965.01, 10763965.01, 10763965.01]
[10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01, 10763965.01]
[39211781.63, 15475760.87, 15475760.87, 15475760.87, 15475760.87, 15475760.87, 15475760.87, 15475760.87, 15475760.87, 15475760.87, 15475760.87]
[8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63]
[44499965.01, 16219312.54, 27317312.54, 16219312.54, 16891312.54, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63, 8429781.63]
[7018781.63, 7018781.63, 11530760.87, 11530760.87, 11530760.87, 11530760.87, 11530760.87, 11530760.87, 11530760.87, 11530760.87, 11530760.87]
[18885312.54, 14935760.87, 14935760.87, 14935760.87, 14935760.87, 14935760.87, 14935760.87, 14935760.87, 14935760.87, 14935760.87, 14935760.87]
[7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63]
[8429781.63, 8429781.63, 16219312.54, 16219312.54, 16219312.54, 14397312.54, 14397312.54, 14397312.54, 14397312.54, 14397312.54, 14397312.54]
[32663781.63, 32663781.63, 32663781.63, 32663781.63, 16781015.89, 16781015.89, 16781015.89, 16781015.89, 16781015.89, 16781015.89, 16781015.89]
[48680760.87, 25480781.63, 50697781.63, 58853781.63, 31745781.63, 31745781.63, 25480781.63, 25480781.63, 25480781.63, 25480781.63, 25480781.63]
[7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63, 7018781.63]
[11402956.18, 11402956.18, 11402956.18, 18167015.89, 18167015.89, 18167015.89, 18167015.89, 18167015.89, 18167015.89, 18167015.89, 18167015.89]
[62517781.63, 53136015.89, 68580015.89, 50430015.89, 50430015.89, 41482760.87, 37243956.18, 37243956.18, 37243956.18, 37243956.18, 37243956.18]
